Distinct_ID,Event,Timestamp,Properties.condition,Properties.decision,Properties.time_ms,Properties.task_success,Properties.$browser,Properties.$device_type
usr_245,cookie_interaction,23-07-2026 15:53,Dark_Pattern,Accept_All,14100,FALSE,Chrome,Desktop
usr_246,cookie_interaction,23-07-2026 16:33,Dark_Pattern,Manage_Options,19000,TRUE,Safari,Mobile
usr_247,cookie_interaction,23-07-2026 18:22,Bright_Pattern,Accept_All,4300,FALSE,Firefox,Desktop
usr_248,cookie_interaction,23-07-2026 18:31,Bright_Pattern,Reject_All,4900,TRUE,Chrome,Desktop
usr_249,cookie_interaction,23-07-2026 20:19,Dark_Pattern,Accept_All,13100,FALSE,Edge,Desktop
usr_250,cookie_interaction,24-07-2026 06:19,Dark_Pattern,Manage_Options,23000,TRUE,Chrome,Mobile
usr_251,cookie_interaction,24-07-2026 07:37,Bright_Pattern,Reject_All,3600,TRUE,Safari,Desktop
usr_252,cookie_interaction,24-07-2026 08:29,Bright_Pattern,Accept_All,4000,FALSE,Chrome,Desktop
usr_253,cookie_interaction,24-07-2026 09:33,Dark_Pattern,Accept_All,11200,FALSE,Firefox,Desktop
usr_254,cookie_interaction,24-07-2026 10:27,Dark_Pattern,Manage_Options,17200,TRUE,Safari,Mobile
usr_255,cookie_interaction,24-07-2026 12:47,Bright_Pattern,Reject_All,5700,TRUE,Chrome,Desktop
usr_256,cookie_interaction,24-07-2026 13:26,Bright_Pattern,Reject_All,4500,TRUE,Edge,Desktop
usr_257,cookie_interaction,24-07-2026 14:33,Dark_Pattern,Accept_All,15200,FALSE,Chrome,Desktop
usr_258,cookie_interaction,24-07-2026 16:51,Dark_Pattern,Manage_Options,20300,TRUE,Safari,Desktop
usr_259,cookie_interaction,24-07-2026 17:25,Bright_Pattern,Accept_All,4000,FALSE,Firefox,Mobile
usr_260,cookie_interaction,24-07-2026 17:58,Bright_Pattern,Reject_All,5100,TRUE,Chrome,Desktop
usr_261,cookie_interaction,24-07-2026 19:56,Dark_Pattern,Accept_All,13500,FALSE,Edge,Desktop
usr_262,cookie_interaction,25-07-2026 07:19,Dark_Pattern,Manage_Options,18700,TRUE,Chrome,Mobile
usr_263,cookie_interaction,25-07-2026 08:08,Bright_Pattern,Reject_All,4100,TRUE,Safari,Desktop
usr_264,cookie_interaction,25-07-2026 08:11,Bright_Pattern,Accept_All,3800,FALSE,Chrome,Desktop
usr_265,cookie_interaction,25-07-2026 10:10,Dark_Pattern,Accept_All,10800,FALSE,Firefox,Desktop
usr_266,cookie_interaction,25-07-2026 10:42,Dark_Pattern,Manage_Options,22300,TRUE,Safari,Desktop
usr_267,cookie_interaction,25-07-2026 12:05,Bright_Pattern,Reject_All,5000,TRUE,Chrome,Mobile
usr_268,cookie_interaction,25-07-2026 14:55,Bright_Pattern,Reject_All,4400,TRUE,Edge,Desktop
usr_269,cookie_interaction,25-07-2026 15:20,Dark_Pattern,Accept_All,16100,FALSE,Chrome,Desktop
usr_270,cookie_interaction,25-07-2026 15:43,Dark_Pattern,Manage_Options,19700,TRUE,Safari,Mobile
usr_271,cookie_interaction,25-07-2026 16:04,Bright_Pattern,Accept_All,4400,FALSE,Firefox,Desktop
usr_272,cookie_interaction,25-07-2026 21:31,Bright_Pattern,Reject_All,4800,TRUE,Chrome,Desktop
usr_273,cookie_interaction,25-07-2026 21:42,Dark_Pattern,Accept_All,12400,FALSE,Edge,Desktop
usr_274,cookie_interaction,25-07-2026 22:29,Dark_Pattern,Manage_Options,17700,TRUE,Chrome,Mobile
usr_275,cookie_interaction,25-07-2026 23:41,Bright_Pattern,Reject_All,5600,TRUE,Safari,Desktop
usr_276,cookie_interaction,26-07-2026 06:14,Bright_Pattern,Accept_All,3900,FALSE,Chrome,Desktop
usr_277,cookie_interaction,26-07-2026 07:00,Dark_Pattern,Accept_All,13900,FALSE,Firefox,Desktop
usr_278,cookie_interaction,26-07-2026 08:17,Dark_Pattern,Manage_Options,21000,TRUE,Safari,Mobile
usr_279,cookie_interaction,26-07-2026 08:47,Bright_Pattern,Reject_All,3800,TRUE,Chrome,Desktop
usr_280,cookie_interaction,26-07-2026 10:25,Bright_Pattern,Reject_All,4700,TRUE,Edge,Desktop
usr_281,cookie_interaction,26-07-2026 11:13,Dark_Pattern,Accept_All,10600,FALSE,Chrome,Desktop
usr_282,cookie_interaction,26-07-2026 12:26,Dark_Pattern,Manage_Options,20100,TRUE,Safari,Desktop
usr_283,cookie_interaction,26-07-2026 14:34,Bright_Pattern,Accept_All,4200,FALSE,Firefox,Mobile
usr_284,cookie_interaction,26-07-2026 14:52,Bright_Pattern,Reject_All,5300,TRUE,Chrome,Desktop
usr_285,cookie_interaction,26-07-2026 15:57,Dark_Pattern,Accept_All,14700,FALSE,Edge,Desktop
usr_286,cookie_interaction,26-07-2026 16:38,Dark_Pattern,Manage_Options,21400,TRUE,Chrome,Mobile
usr_287,cookie_interaction,26-07-2026 17:58,Bright_Pattern,Reject_All,4000,TRUE,Safari,Desktop
usr_288,cookie_interaction,26-07-2026 20:26,Bright_Pattern,Accept_All,4100,FALSE,Chrome,Desktop
usr_289,cookie_interaction,26-07-2026 22:46,Dark_Pattern,Accept_All,12100,FALSE,Firefox,Desktop
usr_290,cookie_interaction,27-07-2026 06:08,Dark_Pattern,Manage_Options,18500,TRUE,Safari,Desktop
usr_291,cookie_interaction,27-07-2026 06:31,Bright_Pattern,Reject_All,5400,TRUE,Chrome,Mobile
usr_292,cookie_interaction,27-07-2026 07:12,Bright_Pattern,Reject_All,4600,TRUE,Edge,Desktop
usr_293,cookie_interaction,27-07-2026 08:58,Dark_Pattern,Accept_All,15800,FALSE,Chrome,Desktop
usr_294,cookie_interaction,27-07-2026 09:04,Dark_Pattern,Manage_Options,22700,TRUE,Safari,Mobile
usr_295,cookie_interaction,27-07-2026 11:27,Bright_Pattern,Accept_All,4300,FALSE,Firefox,Desktop
usr_296,cookie_interaction,27-07-2026 12:15,Bright_Pattern,Reject_All,5100,TRUE,Chrome,Desktop
usr_297,cookie_interaction,27-07-2026 13:09,Dark_Pattern,Manage_Options,16800,TRUE,Edge,Desktop
usr_298,cookie_interaction,27-07-2026 15:29,Dark_Pattern,Accept_All,11400,FALSE,Chrome,Mobile
usr_299,cookie_interaction,27-07-2026 17:23,Bright_Pattern,Reject_All,5500,TRUE,Safari,Desktop
usr_300,cookie_interaction,27-07-2026 17:59,Bright_Pattern,Reject_All,4900,TRUE,Chrome,Desktop
usr_301,cookie_interaction,27-07-2026 18:41,Dark_Pattern,Accept_All,15200,FALSE,Firefox,Desktop
usr_302,cookie_interaction,27-07-2026 18:52,Dark_Pattern,Manage_Options,20200,TRUE,Safari,Mobile
usr_303,cookie_interaction,27-07-2026 22:03,Bright_Pattern,Reject_All,4200,TRUE,Chrome,Desktop
usr_304,cookie_interaction,28-07-2026 06:47,Bright_Pattern,Accept_All,4300,FALSE,Edge,Desktop
usr_305,cookie_interaction,28-07-2026 08:33,Dark_Pattern,Accept_All,12900,FALSE,Chrome,Desktop
usr_306,cookie_interaction,28-07-2026 09:05,Dark_Pattern,Manage_Options,21600,TRUE,Safari,Desktop
usr_307,cookie_interaction,28-07-2026 09:35,Bright_Pattern,Reject_All,4800,TRUE,Firefox,Mobile
usr_308,cookie_interaction,28-07-2026 09:39,Bright_Pattern,Reject_All,3900,TRUE,Chrome,Desktop
usr_309,cookie_interaction,28-07-2026 13:01,Dark_Pattern,Accept_All,14300,FALSE,Edge,Mobile
usr_310,cookie_interaction,28-07-2026 14:46,Dark_Pattern,Manage_Options,17900,TRUE,Chrome,Desktop
usr_311,cookie_interaction,28-07-2026 16:05,Bright_Pattern,Accept_All,4400,FALSE,Safari,Desktop
usr_312,cookie_interaction,28-07-2026 16:42,Bright_Pattern,Reject_All,5000,TRUE,Chrome,Desktop
usr_313,cookie_interaction,28-07-2026 16:44,Dark_Pattern,Accept_All,16400,FALSE,Firefox,Desktop
usr_314,cookie_interaction,28-07-2026 19:45,Dark_Pattern,Manage_Options,23900,TRUE,Chrome,Mobile
usr_315,cookie_interaction,28-07-2026 21:29,Bright_Pattern,Reject_All,3700,TRUE,Safari,Desktop
usr_316,cookie_interaction,28-07-2026 22:13,Bright_Pattern,Accept_All,4200,FALSE,Edge,Desktop
usr_317,cookie_interaction,29-07-2026 07:03,Dark_Pattern,Accept_All,11200,FALSE,Chrome,Desktop
usr_318,cookie_interaction,29-07-2026 07:13,Dark_Pattern,Manage_Options,19200,TRUE,Safari,Mobile
usr_319,cookie_interaction,29-07-2026 07:56,Bright_Pattern,Reject_All,5900,TRUE,Firefox,Desktop
usr_320,cookie_interaction,29-07-2026 08:35,Bright_Pattern,Reject_All,4500,TRUE,Chrome,Desktop
usr_321,cookie_interaction,29-07-2026 09:07,Dark_Pattern,Accept_All,14900,FALSE,Edge,Desktop
usr_322,cookie_interaction,29-07-2026 13:30,Dark_Pattern,Manage_Options,17000,TRUE,Chrome,Mobile
usr_323,cookie_interaction,29-07-2026 13:38,Bright_Pattern,Reject_All,5300,TRUE,Safari,Desktop
usr_324,cookie_interaction,29-07-2026 13:49,Bright_Pattern,Accept_All,3700,FALSE,Chrome,Desktop
usr_325,cookie_interaction,29-07-2026 14:20,Dark_Pattern,Accept_All,13300,FALSE,Firefox,Mobile
usr_326,cookie_interaction,29-07-2026 16:18,Dark_Pattern,Manage_Options,20800,TRUE,Safari,Desktop
usr_327,cookie_interaction,29-07-2026 19:17,Bright_Pattern,Reject_All,4100,TRUE,Chrome,Desktop
usr_328,cookie_interaction,29-07-2026 20:01,Bright_Pattern,Reject_All,4700,TRUE,Edge,Desktop
usr_329,cookie_interaction,29-07-2026 20:30,Dark_Pattern,Accept_All,9600,FALSE,Chrome,Desktop
usr_330,cookie_interaction,29-07-2026 22:35,Dark_Pattern,Manage_Options,18100,TRUE,Safari,Mobile
usr_331,cookie_interaction,30-07-2026 06:15,Bright_Pattern,Accept_All,4300,FALSE,Firefox,Desktop
usr_332,cookie_interaction,30-07-2026 08:12,Bright_Pattern,Reject_All,5200,TRUE,Chrome,Desktop
usr_333,cookie_interaction,30-07-2026 08:22,Dark_Pattern,Accept_All,15700,FALSE,Edge,Desktop
usr_334,cookie_interaction,30-07-2026 08:49,Dark_Pattern,Manage_Options,21900,TRUE,Chrome,Mobile
usr_335,cookie_interaction,30-07-2026 10:36,Bright_Pattern,Reject_All,3900,TRUE,Safari,Desktop
usr_336,cookie_interaction,30-07-2026 11:39,Bright_Pattern,Accept_All,4000,FALSE,Chrome,Desktop
usr_337,cookie_interaction,30-07-2026 14:41,Dark_Pattern,Accept_All,12200,FALSE,Firefox,Desktop
usr_338,cookie_interaction,30-07-2026 15:21,Dark_Pattern,Manage_Options,19700,TRUE,Safari,Desktop
usr_339,cookie_interaction,30-07-2026 15:35,Bright_Pattern,Reject_All,5600,TRUE,Chrome,Mobile
usr_340,cookie_interaction,30-07-2026 16:06,Bright_Pattern,Reject_All,4400,TRUE,Edge,Desktop
usr_341,cookie_interaction,30-07-2026 19:24,Dark_Pattern,Accept_All,14200,FALSE,Chrome,Desktop
usr_342,cookie_interaction,30-07-2026 21:17,Dark_Pattern,Manage_Options,19100,TRUE,Safari,Mobile
usr_343,cookie_interaction,30-07-2026 23:02,Bright_Pattern,Accept_All,4400,FALSE,Firefox,Desktop
usr_344,cookie_interaction,30-07-2026 23:12,Bright_Pattern,Reject_All,5000,TRUE,Chrome,Desktop
usr_345,cookie_interaction,31-07-2026 06:17,Dark_Pattern,Accept_All,13200,FALSE,Edge,Desktop
usr_346,cookie_interaction,31-07-2026 06:52,Dark_Pattern,Manage_Options,23100,TRUE,Chrome,Mobile
usr_347,cookie_interaction,31-07-2026 06:53,Bright_Pattern,Reject_All,3700,TRUE,Safari,Desktop
usr_348,cookie_interaction,31-07-2026 07:52,Bright_Pattern,Accept_All,4100,FALSE,Chrome,Desktop
usr_349,cookie_interaction,31-07-2026 08:42,Dark_Pattern,Accept_All,11300,FALSE,Firefox,Desktop
usr_350,cookie_interaction,31-07-2026 11:28,Dark_Pattern,Manage_Options,17300,TRUE,Safari,Mobile
usr_351,cookie_interaction,31-07-2026 11:48,Bright_Pattern,Reject_All,5800,TRUE,Chrome,Desktop
usr_352,cookie_interaction,31-07-2026 12:28,Bright_Pattern,Reject_All,4600,TRUE,Edge,Desktop
usr_353,cookie_interaction,31-07-2026 12:29,Dark_Pattern,Accept_All,15300,FALSE,Chrome,Desktop
usr_354,cookie_interaction,31-07-2026 12:40,Dark_Pattern,Manage_Options,20400,TRUE,Safari,Desktop
usr_355,cookie_interaction,31-07-2026 17:09,Bright_Pattern,Accept_All,4100,FALSE,Firefox,Mobile
usr_356,cookie_interaction,31-07-2026 17:14,Bright_Pattern,Reject_All,5200,TRUE,Chrome,Desktop
usr_357,cookie_interaction,31-07-2026 17:37,Dark_Pattern,Accept_All,13600,FALSE,Edge,Desktop
usr_358,cookie_interaction,31-07-2026 17:47,Dark_Pattern,Manage_Options,18800,TRUE,Chrome,Mobile
usr_359,cookie_interaction,31-07-2026 18:56,Bright_Pattern,Reject_All,4200,TRUE,Safari,Desktop
usr_360,cookie_interaction,31-07-2026 20:44,Bright_Pattern,Accept_All,3900,FALSE,Chrome,Desktop
usr_361,cookie_interaction,01-08-2026 07:21,Dark_Pattern,Accept_All,10900,FALSE,Firefox,Desktop
usr_362,cookie_interaction,01-08-2026 09:09,Dark_Pattern,Manage_Options,22400,TRUE,Safari,Desktop
usr_363,cookie_interaction,01-08-2026 09:12,Bright_Pattern,Reject_All,5100,TRUE,Chrome,Mobile
usr_364,cookie_interaction,01-08-2026 09:18,Bright_Pattern,Reject_All,4500,TRUE,Edge,Desktop
usr_365,cookie_interaction,01-08-2026 09:54,Dark_Pattern,Accept_All,16200,FALSE,Chrome,Desktop
usr_366,cookie_interaction,01-08-2026 14:05,Dark_Pattern,Manage_Options,19800,TRUE,Safari,Mobile
usr_367,cookie_interaction,01-08-2026 14:12,Bright_Pattern,Accept_All,4500,FALSE,Firefox,Desktop
usr_368,cookie_interaction,01-08-2026 14:58,Bright_Pattern,Reject_All,4900,TRUE,Chrome,Desktop
usr_369,cookie_interaction,01-08-2026 15:17,Dark_Pattern,Accept_All,12500,FALSE,Edge,Desktop
usr_370,cookie_interaction,01-08-2026 15:33,Dark_Pattern,Manage_Options,17800,TRUE,Chrome,Mobile
usr_371,cookie_interaction,01-08-2026 20:11,Bright_Pattern,Reject_All,5700,TRUE,Safari,Desktop
usr_372,cookie_interaction,01-08-2026 22:36,Bright_Pattern,Accept_All,4000,FALSE,Chrome,Desktop
usr_373,cookie_interaction,01-08-2026 23:27,Dark_Pattern,Accept_All,14000,FALSE,Firefox,Desktop
usr_374,cookie_interaction,02-08-2026 06:28,Dark_Pattern,Manage_Options,21100,TRUE,Safari,Mobile
usr_375,cookie_interaction,02-08-2026 07:06,Bright_Pattern,Reject_All,3900,TRUE,Chrome,Desktop
usr_376,cookie_interaction,02-08-2026 07:33,Bright_Pattern,Reject_All,4800,TRUE,Edge,Desktop
usr_377,cookie_interaction,02-08-2026 08:31,Dark_Pattern,Accept_All,10700,FALSE,Chrome,Desktop
usr_378,cookie_interaction,02-08-2026 09:13,Dark_Pattern,Manage_Options,20200,TRUE,Safari,Desktop
usr_379,cookie_interaction,02-08-2026 11:14,Bright_Pattern,Accept_All,4300,FALSE,Firefox,Mobile
usr_380,cookie_interaction,02-08-2026 11:42,Bright_Pattern,Reject_All,5400,TRUE,Chrome,Desktop
usr_381,cookie_interaction,02-08-2026 12:52,Dark_Pattern,Accept_All,14800,FALSE,Edge,Desktop
usr_382,cookie_interaction,02-08-2026 13:14,Dark_Pattern,Manage_Options,21500,TRUE,Chrome,Mobile
usr_383,cookie_interaction,02-08-2026 15:44,Bright_Pattern,Reject_All,4100,TRUE,Safari,Desktop
usr_384,cookie_interaction,02-08-2026 16:47,Bright_Pattern,Accept_All,4200,FALSE,Chrome,Desktop
usr_385,cookie_interaction,02-08-2026 17:48,Dark_Pattern,Accept_All,12200,FALSE,Firefox,Desktop
usr_386,cookie_interaction,02-08-2026 19:29,Dark_Pattern,Manage_Options,18600,TRUE,Safari,Desktop
usr_387,cookie_interaction,02-08-2026 19:53,Bright_Pattern,Reject_All,5500,TRUE,Chrome,Mobile
usr_388,cookie_interaction,02-08-2026 21:25,Bright_Pattern,Reject_All,4700,TRUE,Edge,Desktop
usr_389,cookie_interaction,02-08-2026 23:16,Dark_Pattern,Accept_All,15900,FALSE,Chrome,Desktop
usr_390,cookie_interaction,03-08-2026 06:36,Dark_Pattern,Manage_Options,22800,TRUE,Safari,Mobile
usr_391,cookie_interaction,03-08-2026 07:45,Bright_Pattern,Accept_All,4400,FALSE,Firefox,Desktop
usr_392,cookie_interaction,03-08-2026 08:23,Bright_Pattern,Reject_All,5200,TRUE,Chrome,Desktop
usr_393,cookie_interaction,03-08-2026 08:45,Dark_Pattern,Manage_Options,16900,TRUE,Edge,Desktop
usr_394,cookie_interaction,03-08-2026 08:59,Dark_Pattern,Accept_All,11500,FALSE,Chrome,Mobile
usr_395,cookie_interaction,03-08-2026 12:55,Bright_Pattern,Reject_All,5600,TRUE,Safari,Desktop
usr_396,cookie_interaction,03-08-2026 12:57,Bright_Pattern,Reject_All,5000,TRUE,Chrome,Desktop
usr_397,cookie_interaction,03-08-2026 13:03,Dark_Pattern,Accept_All,15300,FALSE,Firefox,Desktop
usr_398,cookie_interaction,03-08-2026 13:19,Dark_Pattern,Manage_Options,20300,TRUE,Safari,Mobile
usr_399,cookie_interaction,03-08-2026 13:56,Bright_Pattern,Reject_All,4300,TRUE,Chrome,Desktop
usr_400,cookie_interaction,03-08-2026 18:02,Bright_Pattern,Accept_All,4400,FALSE,Edge,Desktop
usr_401,cookie_interaction,03-08-2026 18:05,Dark_Pattern,Accept_All,13000,FALSE,Chrome,Desktop
usr_402,cookie_interaction,03-08-2026 18:29,Dark_Pattern,Manage_Options,21700,TRUE,Safari,Desktop
usr_403,cookie_interaction,03-08-2026 20:48,Bright_Pattern,Reject_All,4900,TRUE,Firefox,Mobile
usr_404,cookie_interaction,04-08-2026 06:16,Bright_Pattern,Reject_All,4000,TRUE,Chrome,Desktop
usr_405,cookie_interaction,04-08-2026 06:39,Dark_Pattern,Accept_All,14400,FALSE,Edge,Mobile
usr_406,cookie_interaction,04-08-2026 07:46,Dark_Pattern,Manage_Options,18000,TRUE,Chrome,Desktop
usr_407,cookie_interaction,04-08-2026 08:25,Bright_Pattern,Accept_All,4500,FALSE,Safari,Desktop
usr_408,cookie_interaction,04-08-2026 10:19,Bright_Pattern,Reject_All,5100,TRUE,Chrome,Desktop
usr_409,cookie_interaction,04-08-2026 10:34,Dark_Pattern,Accept_All,16500,FALSE,Firefox,Desktop
usr_410,cookie_interaction,04-08-2026 11:17,Dark_Pattern,Manage_Options,24000,TRUE,Chrome,Mobile
usr_411,cookie_interaction,04-08-2026 12:31,Bright_Pattern,Reject_All,3800,TRUE,Safari,Desktop
usr_412,cookie_interaction,04-08-2026 13:18,Bright_Pattern,Accept_All,4300,FALSE,Edge,Desktop
usr_413,cookie_interaction,04-08-2026 15:07,Dark_Pattern,Accept_All,11300,FALSE,Chrome,Desktop
usr_414,cookie_interaction,04-08-2026 16:22,Dark_Pattern,Manage_Options,19300,TRUE,Safari,Mobile
usr_415,cookie_interaction,04-08-2026 16:35,Bright_Pattern,Reject_All,6000,TRUE,Firefox,Desktop
usr_416,cookie_interaction,04-08-2026 19:15,Bright_Pattern,Reject_All,4600,TRUE,Chrome,Desktop
usr_417,cookie_interaction,04-08-2026 19:33,Dark_Pattern,Accept_All,15000,FALSE,Edge,Desktop
usr_418,cookie_interaction,04-08-2026 19:42,Dark_Pattern,Manage_Options,17100,TRUE,Chrome,Mobile
usr_419,cookie_interaction,05-08-2026 06:24,Bright_Pattern,Reject_All,5400,TRUE,Safari,Desktop
usr_420,cookie_interaction,05-08-2026 08:07,Bright_Pattern,Accept_All,3800,FALSE,Chrome,Desktop
usr_421,cookie_interaction,05-08-2026 09:26,Dark_Pattern,Accept_All,13400,FALSE,Firefox,Mobile
usr_422,cookie_interaction,05-08-2026 09:58,Dark_Pattern,Manage_Options,20900,TRUE,Safari,Desktop
usr_423,cookie_interaction,05-08-2026 10:07,Bright_Pattern,Reject_All,4200,TRUE,Chrome,Desktop
usr_424,cookie_interaction,05-08-2026 11:34,Bright_Pattern,Reject_All,4800,TRUE,Edge,Desktop
usr_425,cookie_interaction,05-08-2026 15:04,Dark_Pattern,Accept_All,9700,FALSE,Chrome,Desktop
usr_426,cookie_interaction,05-08-2026 16:01,Dark_Pattern,Manage_Options,18200,TRUE,Safari,Mobile
usr_427,cookie_interaction,05-08-2026 16:40,Bright_Pattern,Accept_All,4400,FALSE,Firefox,Desktop
usr_428,cookie_interaction,05-08-2026 17:21,Bright_Pattern,Reject_All,5300,TRUE,Chrome,Desktop
usr_429,cookie_interaction,05-08-2026 17:52,Dark_Pattern,Accept_All,15800,FALSE,Edge,Desktop
usr_430,cookie_interaction,05-08-2026 21:59,Dark_Pattern,Manage_Options,22000,TRUE,Chrome,Mobile
usr_431,cookie_interaction,05-08-2026 22:54,Bright_Pattern,Reject_All,4000,TRUE,Safari,Desktop
usr_432,cookie_interaction,05-08-2026 23:09,Bright_Pattern,Accept_All,4100,FALSE,Chrome,Desktop
usr_433,cookie_interaction,06-08-2026 06:55,Dark_Pattern,Accept_All,12300,FALSE,Firefox,Desktop
usr_434,cookie_interaction,06-08-2026 07:48,Dark_Pattern,Manage_Options,19800,TRUE,Safari,Desktop
usr_435,cookie_interaction,06-08-2026 07:58,Bright_Pattern,Reject_All,5700,TRUE,Chrome,Mobile
usr_436,cookie_interaction,06-08-2026 08:02,Bright_Pattern,Reject_All,4500,TRUE,Edge,Desktop
usr_437,cookie_interaction,06-08-2026 10:12,Dark_Pattern,Accept_All,14300,FALSE,Chrome,Desktop
usr_438,cookie_interaction,06-08-2026 12:36,Dark_Pattern,Manage_Options,19200,TRUE,Safari,Mobile
usr_439,cookie_interaction,06-08-2026 13:37,Bright_Pattern,Accept_All,4500,FALSE,Firefox,Desktop
usr_440,cookie_interaction,06-08-2026 14:25,Bright_Pattern,Reject_All,5100,TRUE,Chrome,Desktop
usr_441,cookie_interaction,06-08-2026 14:31,Dark_Pattern,Accept_All,13300,FALSE,Edge,Desktop
usr_442,cookie_interaction,06-08-2026 17:28,Dark_Pattern,Manage_Options,23200,TRUE,Chrome,Mobile
usr_443,cookie_interaction,06-08-2026 18:14,Bright_Pattern,Reject_All,3800,TRUE,Safari,Desktop
usr_444,cookie_interaction,06-08-2026 20:42,Bright_Pattern,Accept_All,4200,FALSE,Chrome,Desktop
usr_445,cookie_interaction,06-08-2026 21:36,Dark_Pattern,Accept_All,11400,FALSE,Firefox,Desktop
usr_446,cookie_interaction,07-08-2026 07:24,Dark_Pattern,Manage_Options,17400,TRUE,Safari,Mobile
usr_447,cookie_interaction,07-08-2026 08:05,Bright_Pattern,Reject_All,5900,TRUE,Chrome,Desktop
usr_448,cookie_interaction,07-08-2026 08:46,Bright_Pattern,Reject_All,4700,TRUE,Edge,Desktop
usr_449,cookie_interaction,07-08-2026 09:38,Dark_Pattern,Accept_All,15400,FALSE,Chrome,Desktop
usr_450,cookie_interaction,07-08-2026 09:45,Dark_Pattern,Manage_Options,20500,TRUE,Safari,Desktop
usr_451,cookie_interaction,07-08-2026 13:43,Bright_Pattern,Accept_All,4200,FALSE,Firefox,Mobile
usr_452,cookie_interaction,07-08-2026 14:11,Bright_Pattern,Reject_All,5300,TRUE,Chrome,Desktop
usr_453,cookie_interaction,07-08-2026 14:38,Dark_Pattern,Accept_All,13700,FALSE,Edge,Desktop
usr_454,cookie_interaction,07-08-2026 15:02,Dark_Pattern,Manage_Options,18900,TRUE,Chrome,Mobile
usr_455,cookie_interaction,07-08-2026 15:09,Bright_Pattern,Reject_All,4300,TRUE,Safari,Desktop
usr_456,cookie_interaction,07-08-2026 19:10,Bright_Pattern,Accept_All,4000,FALSE,Chrome,Desktop
usr_457,cookie_interaction,07-08-2026 20:28,Dark_Pattern,Accept_All,11000,FALSE,Firefox,Desktop
usr_458,cookie_interaction,07-08-2026 20:53,Dark_Pattern,Manage_Options,22500,TRUE,Safari,Desktop
usr_459,cookie_interaction,08-08-2026 06:09,Bright_Pattern,Reject_All,5200,TRUE,Chrome,Mobile
usr_460,cookie_interaction,08-08-2026 06:29,Bright_Pattern,Reject_All,4600,TRUE,Edge,Desktop
usr_461,cookie_interaction,08-08-2026 07:16,Dark_Pattern,Accept_All,16300,FALSE,Chrome,Desktop
usr_462,cookie_interaction,08-08-2026 07:18,Dark_Pattern,Manage_Options,19900,TRUE,Safari,Mobile
usr_463,cookie_interaction,08-08-2026 08:36,Bright_Pattern,Accept_All,4600,FALSE,Firefox,Desktop
usr_464,cookie_interaction,08-08-2026 11:23,Bright_Pattern,Reject_All,5000,TRUE,Chrome,Desktop
usr_465,cookie_interaction,08-08-2026 11:45,Dark_Pattern,Accept_All,12600,FALSE,Edge,Desktop
usr_466,cookie_interaction,08-08-2026 12:49,Dark_Pattern,Manage_Options,17900,TRUE,Chrome,Mobile
usr_467,cookie_interaction,08-08-2026 13:50,Bright_Pattern,Reject_All,5800,TRUE,Safari,Desktop
usr_468,cookie_interaction,08-08-2026 16:09,Bright_Pattern,Accept_All,4100,FALSE,Chrome,Desktop
usr_469,cookie_interaction,08-08-2026 16:49,Dark_Pattern,Accept_All,14100,FALSE,Firefox,Desktop
usr_470,cookie_interaction,08-08-2026 17:36,Dark_Pattern,Manage_Options,21200,TRUE,Safari,Mobile
usr_471,cookie_interaction,08-08-2026 18:25,Bright_Pattern,Reject_All,4000,TRUE,Chrome,Desktop
usr_472,cookie_interaction,08-08-2026 20:03,Bright_Pattern,Reject_All,4900,TRUE,Edge,Desktop
usr_473,cookie_interaction,08-08-2026 22:18,Dark_Pattern,Accept_All,10800,FALSE,Chrome,Desktop
usr_474,cookie_interaction,08-08-2026 23:43,Dark_Pattern,Manage_Options,20300,TRUE,Safari,Desktop
usr_475,cookie_interaction,09-08-2026 06:04,Bright_Pattern,Accept_All,4400,FALSE,Firefox,Mobile
usr_476,cookie_interaction,09-08-2026 08:48,Bright_Pattern,Reject_All,5500,TRUE,Chrome,Desktop
usr_477,cookie_interaction,09-08-2026 08:56,Dark_Pattern,Accept_All,14900,FALSE,Edge,Desktop
usr_478,cookie_interaction,09-08-2026 09:52,Dark_Pattern,Manage_Options,21600,TRUE,Chrome,Mobile
usr_479,cookie_interaction,09-08-2026 10:31,Bright_Pattern,Reject_All,4200,TRUE,Safari,Desktop
usr_480,cookie_interaction,09-08-2026 11:54,Bright_Pattern,Accept_All,4300,FALSE,Chrome,Desktop
usr_481,cookie_interaction,09-08-2026 13:57,Dark_Pattern,Accept_All,12300,FALSE,Firefox,Desktop
usr_482,cookie_interaction,09-08-2026 15:25,Dark_Pattern,Manage_Options,18700,TRUE,Safari,Desktop
usr_483,cookie_interaction,09-08-2026 15:41,Bright_Pattern,Reject_All,5600,TRUE,Chrome,Mobile
usr_484,cookie_interaction,09-08-2026 16:27,Bright_Pattern,Reject_All,4800,TRUE,Edge,Desktop
usr_485,cookie_interaction,09-08-2026 18:17,Dark_Pattern,Accept_All,16000,FALSE,Chrome,Desktop
usr_486,cookie_interaction,09-08-2026 19:01,Dark_Pattern,Manage_Options,22900,TRUE,Safari,Mobile
usr_487,cookie_interaction,10-08-2026 07:02,Bright_Pattern,Accept_All,4500,FALSE,Firefox,Desktop
usr_488,cookie_interaction,10-08-2026 08:01,Bright_Pattern,Reject_All,5300,TRUE,Chrome,Desktop
usr_489,cookie_interaction,10-08-2026 09:41,Dark_Pattern,Manage_Options,17000,TRUE,Edge,Desktop
