Timestamp,Participant_ID,Condition,Mental_Demand,Temporal_Demand,Performance,Effort,Frustration
03-08-2026 13:19,usr_398,Dark_Pattern,9,8,5,9,9
03-08-2026 13:56,usr_399,Bright_Pattern,2,2,2,2,2
03-08-2026 18:02,usr_400,Bright_Pattern,3,3,2,3,1
03-08-2026 18:05,usr_401,Dark_Pattern,7,7,6,8,7
03-08-2026 18:29,usr_402,Dark_Pattern,8,8,5,9,8
03-08-2026 20:48,usr_403,Bright_Pattern,2,3,2,2,1
04-08-2026 06:16,usr_404,Bright_Pattern,2,2,3,2,2
04-08-2026 06:39,usr_405,Dark_Pattern,7,7,6,8,7
04-08-2026 07:46,usr_406,Dark_Pattern,8,8,5,9,8
04-08-2026 08:25,usr_407,Bright_Pattern,3,2,2,3,2
04-08-2026 10:19,usr_408,Bright_Pattern,2,3,3,2,1
04-08-2026 10:34,usr_409,Dark_Pattern,8,7,6,9,8
04-08-2026 11:17,usr_410,Dark_Pattern,9,9,5,9,9
04-08-2026 12:31,usr_411,Bright_Pattern,2,2,2,2,1
04-08-2026 13:18,usr_412,Bright_Pattern,3,3,3,3,2
04-08-2026 15:07,usr_413,Dark_Pattern,7,8,6,8,7
04-08-2026 16:22,usr_414,Dark_Pattern,8,7,5,9,8
04-08-2026 16:35,usr_415,Bright_Pattern,2,2,2,2,2
04-08-2026 19:15,usr_416,Bright_Pattern,3,3,2,3,1
04-08-2026 19:33,usr_417,Dark_Pattern,8,7,6,8,8
04-08-2026 19:42,usr_418,Dark_Pattern,9,8,5,9,9
05-08-2026 06:24,usr_419,Bright_Pattern,2,2,2,2,1
05-08-2026 08:07,usr_420,Bright_Pattern,2,3,3,2,2
05-08-2026 09:26,usr_421,Dark_Pattern,7,7,6,8,7
05-08-2026 09:58,usr_422,Dark_Pattern,8,8,5,9,8
05-08-2026 10:07,usr_423,Bright_Pattern,3,2,2,3,2
05-08-2026 11:34,usr_424,Bright_Pattern,2,3,3,2,1
05-08-2026 15:04,usr_425,Dark_Pattern,7,7,6,8,7
05-08-2026 16:01,usr_426,Dark_Pattern,8,8,5,9,8
05-08-2026 16:40,usr_427,Bright_Pattern,2,2,2,2,1
05-08-2026 17:21,usr_428,Bright_Pattern,3,3,3,3,2
05-08-2026 17:52,usr_429,Dark_Pattern,8,7,6,9,8
05-08-2026 21:59,usr_430,Dark_Pattern,9,8,5,9,9
05-08-2026 22:54,usr_431,Bright_Pattern,2,2,2,2,2
05-08-2026 23:09,usr_432,Bright_Pattern,3,3,2,3,1
06-08-2026 06:55,usr_433,Dark_Pattern,7,7,6,8,7
06-08-2026 07:48,usr_434,Dark_Pattern,8,8,5,9,8
06-08-2026 07:58,usr_435,Bright_Pattern,2,3,2,2,1
06-08-2026 08:02,usr_436,Bright_Pattern,2,2,3,2,2
06-08-2026 10:12,usr_437,Dark_Pattern,7,7,6,8,7
06-08-2026 12:36,usr_438,Dark_Pattern,8,8,5,9,8
06-08-2026 13:37,usr_439,Bright_Pattern,3,2,2,3,2
06-08-2026 14:25,usr_440,Bright_Pattern,2,3,3,2,1
06-08-2026 14:31,usr_441,Dark_Pattern,8,7,6,9,8
06-08-2026 17:28,usr_442,Dark_Pattern,9,9,5,9,9
06-08-2026 18:14,usr_443,Bright_Pattern,2,2,2,2,1
06-08-2026 20:42,usr_444,Bright_Pattern,3,3,3,3,2
06-08-2026 21:36,usr_445,Dark_Pattern,7,8,6,8,7
07-08-2026 07:24,usr_446,Dark_Pattern,8,7,5,9,8
07-08-2026 08:05,usr_447,Bright_Pattern,2,2,2,2,2
07-08-2026 08:46,usr_448,Bright_Pattern,3,3,2,3,1
07-08-2026 09:38,usr_449,Dark_Pattern,8,7,6,8,8
07-08-2026 09:45,usr_450,Dark_Pattern,9,8,5,9,9
07-08-2026 13:43,usr_451,Bright_Pattern,2,2,2,2,1
07-08-2026 14:11,usr_452,Bright_Pattern,2,3,3,2,2
07-08-2026 14:38,usr_453,Dark_Pattern,7,7,6,8,7
07-08-2026 15:02,usr_454,Dark_Pattern,8,8,5,9,8
07-08-2026 15:09,usr_455,Bright_Pattern,3,2,2,3,2
07-08-2026 19:10,usr_456,Bright_Pattern,2,3,3,2,1
07-08-2026 20:28,usr_457,Dark_Pattern,7,7,6,8,7
07-08-2026 20:53,usr_458,Dark_Pattern,8,8,5,9,8
08-08-2026 06:09,usr_459,Bright_Pattern,2,2,2,2,1
08-08-2026 06:29,usr_460,Bright_Pattern,3,3,3,3,2
08-08-2026 07:16,usr_461,Dark_Pattern,8,7,6,9,8
08-08-2026 07:18,usr_462,Dark_Pattern,9,8,5,9,9
08-08-2026 08:36,usr_463,Bright_Pattern,2,2,2,2,2
08-08-2026 11:23,usr_464,Bright_Pattern,3,3,2,3,1
08-08-2026 11:45,usr_465,Dark_Pattern,7,7,6,8,7
08-08-2026 12:49,usr_466,Dark_Pattern,8,8,5,9,8
08-08-2026 13:50,usr_467,Bright_Pattern,2,3,2,2,1
08-08-2026 16:09,usr_468,Bright_Pattern,2,2,3,2,2
08-08-2026 16:49,usr_469,Dark_Pattern,7,7,6,8,7
08-08-2026 17:36,usr_470,Dark_Pattern,8,8,5,9,8
08-08-2026 18:25,usr_471,Bright_Pattern,3,2,2,3,2
08-08-2026 20:03,usr_472,Bright_Pattern,2,3,3,2,1
08-08-2026 22:18,usr_473,Dark_Pattern,8,7,6,9,8
08-08-2026 23:43,usr_474,Dark_Pattern,9,9,5,9,9
09-08-2026 06:04,usr_475,Bright_Pattern,2,2,2,2,1
09-08-2026 08:48,usr_476,Bright_Pattern,3,3,3,3,2
09-08-2026 08:56,usr_477,Dark_Pattern,7,8,6,8,7
09-08-2026 09:52,usr_478,Dark_Pattern,8,7,5,9,8
09-08-2026 10:31,usr_479,Bright_Pattern,2,2,2,2,2
09-08-2026 11:54,usr_480,Bright_Pattern,3,3,2,3,1
09-08-2026 13:57,usr_481,Dark_Pattern,8,7,6,8,8
09-08-2026 15:25,usr_482,Dark_Pattern,9,8,5,9,9
09-08-2026 15:41,usr_483,Bright_Pattern,2,2,2,2,1
09-08-2026 16:27,usr_484,Bright_Pattern,2,3,3,2,2
09-08-2026 18:17,usr_485,Dark_Pattern,7,7,6,8,7
09-08-2026 19:01,usr_486,Dark_Pattern,8,8,5,9,8
10-08-2026 07:02,usr_487,Bright_Pattern,3,2,2,3,2
10-08-2026 08:01,usr_488,Bright_Pattern,2,3,3,2,1
10-08-2026 09:41,usr_489,Dark_Pattern,7,7,6,8,7
10-08-2026 10:16,usr_490,Dark_Pattern,8,8,5,9,8
10-08-2026 10:44,usr_491,Bright_Pattern,2,2,2,2,1
10-08-2026 13:36,usr_492,Bright_Pattern,3,3,3,3,2
10-08-2026 13:44,usr_493,Dark_Pattern,8,7,6,9,8
10-08-2026 14:23,usr_494,Dark_Pattern,9,8,5,9,9
10-08-2026 16:25,usr_495,Bright_Pattern,2,2,2,2,2
10-08-2026 17:16,usr_496,Bright_Pattern,3,3,2,3,1
10-08-2026 19:08,usr_497,Dark_Pattern,7,7,6,8,7
10-08-2026 19:50,usr_498,Dark_Pattern,8,8,5,9,8
10-08-2026 20:38,usr_499,Bright_Pattern,2,2,2,2,1
10-08-2026 21:39,usr_500,Bright_Pattern,2,3,3,2,2
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
