Participant_ID,Condition,Decision,Time_to_Click_ms,Task_Success,Rage_Clicks,Browser,Device_Type
usr_349,Dark_Pattern,Accept_All,11300,FALSE,1,Firefox,Desktop
usr_350,Dark_Pattern,Manage_Options,17300,TRUE,1,Safari,Mobile
usr_351,Bright_Pattern,Reject_All,5800,TRUE,0,Chrome,Desktop
usr_352,Bright_Pattern,Reject_All,4600,TRUE,0,Edge,Desktop
usr_353,Dark_Pattern,Accept_All,15300,FALSE,2,Chrome,Desktop
usr_354,Dark_Pattern,Manage_Options,20400,TRUE,0,Safari,Desktop
usr_355,Bright_Pattern,Accept_All,4100,FALSE,0,Firefox,Mobile
usr_356,Bright_Pattern,Reject_All,5200,TRUE,0,Chrome,Desktop
usr_357,Dark_Pattern,Accept_All,13600,FALSE,2,Edge,Desktop
usr_358,Dark_Pattern,Manage_Options,18800,TRUE,1,Chrome,Mobile
usr_359,Bright_Pattern,Reject_All,4200,TRUE,0,Safari,Desktop
usr_360,Bright_Pattern,Accept_All,3900,FALSE,0,Chrome,Desktop
usr_361,Dark_Pattern,Accept_All,10900,FALSE,1,Firefox,Desktop
usr_362,Dark_Pattern,Manage_Options,22400,TRUE,2,Safari,Desktop
usr_363,Bright_Pattern,Reject_All,5100,TRUE,0,Chrome,Mobile
usr_364,Bright_Pattern,Reject_All,4500,TRUE,0,Edge,Desktop
usr_365,Dark_Pattern,Accept_All,16200,FALSE,3,Chrome,Desktop
usr_366,Dark_Pattern,Manage_Options,19800,TRUE,1,Safari,Mobile
usr_367,Bright_Pattern,Accept_All,4500,FALSE,0,Firefox,Desktop
usr_368,Bright_Pattern,Reject_All,4900,TRUE,0,Chrome,Desktop
usr_369,Dark_Pattern,Accept_All,12500,FALSE,2,Edge,Desktop
usr_370,Dark_Pattern,Manage_Options,17800,TRUE,0,Chrome,Mobile
usr_371,Bright_Pattern,Reject_All,5700,TRUE,0,Safari,Desktop
usr_372,Bright_Pattern,Accept_All,4000,FALSE,0,Chrome,Desktop
usr_373,Dark_Pattern,Accept_All,14000,FALSE,1,Firefox,Desktop
usr_374,Dark_Pattern,Manage_Options,21100,TRUE,2,Safari,Mobile
usr_375,Bright_Pattern,Reject_All,3900,TRUE,0,Chrome,Desktop
usr_376,Bright_Pattern,Reject_All,4800,TRUE,0,Edge,Desktop
usr_377,Dark_Pattern,Accept_All,10700,FALSE,2,Chrome,Desktop
usr_378,Dark_Pattern,Manage_Options,20200,TRUE,0,Safari,Desktop
usr_379,Bright_Pattern,Accept_All,4300,FALSE,0,Firefox,Mobile
usr_380,Bright_Pattern,Reject_All,5400,TRUE,0,Chrome,Desktop
usr_381,Dark_Pattern,Accept_All,14800,FALSE,3,Edge,Desktop
usr_382,Dark_Pattern,Manage_Options,21500,TRUE,1,Chrome,Mobile
usr_383,Bright_Pattern,Reject_All,4100,TRUE,0,Safari,Desktop
usr_384,Bright_Pattern,Accept_All,4200,FALSE,0,Chrome,Desktop
usr_385,Dark_Pattern,Accept_All,12200,FALSE,1,Firefox,Desktop
usr_386,Dark_Pattern,Manage_Options,18600,TRUE,1,Safari,Desktop
usr_387,Bright_Pattern,Reject_All,5500,TRUE,0,Chrome,Mobile
usr_388,Bright_Pattern,Reject_All,4700,TRUE,0,Edge,Desktop
usr_389,Dark_Pattern,Accept_All,15900,FALSE,2,Chrome,Desktop
usr_390,Dark_Pattern,Manage_Options,22800,TRUE,2,Safari,Mobile
usr_391,Bright_Pattern,Accept_All,4400,FALSE,0,Firefox,Desktop
usr_392,Bright_Pattern,Reject_All,5200,TRUE,0,Chrome,Desktop
usr_393,Dark_Pattern,Manage_Options,16900,TRUE,1,Edge,Desktop
usr_394,Dark_Pattern,Accept_All,11500,FALSE,2,Chrome,Mobile
usr_395,Bright_Pattern,Reject_All,5600,TRUE,0,Safari,Desktop
usr_396,Bright_Pattern,Reject_All,5000,TRUE,0,Chrome,Desktop
usr_397,Dark_Pattern,Accept_All,15300,FALSE,2,Firefox,Desktop
usr_398,Dark_Pattern,Manage_Options,20300,TRUE,1,Safari,Mobile
usr_399,Bright_Pattern,Reject_All,4300,TRUE,0,Chrome,Desktop
usr_400,Bright_Pattern,Accept_All,4400,FALSE,0,Edge,Desktop
usr_401,Dark_Pattern,Accept_All,13000,FALSE,1,Chrome,Desktop
usr_402,Dark_Pattern,Manage_Options,21700,TRUE,2,Safari,Desktop
usr_403,Bright_Pattern,Reject_All,4900,TRUE,0,Firefox,Mobile
usr_404,Bright_Pattern,Reject_All,4000,TRUE,0,Chrome,Desktop
usr_405,Dark_Pattern,Accept_All,14400,FALSE,2,Edge,Mobile
usr_406,Dark_Pattern,Manage_Options,18000,TRUE,0,Chrome,Desktop
usr_407,Bright_Pattern,Accept_All,4500,FALSE,0,Safari,Desktop
usr_408,Bright_Pattern,Reject_All,5100,TRUE,0,Chrome,Desktop
usr_409,Dark_Pattern,Accept_All,16500,FALSE,3,Firefox,Desktop
usr_410,Dark_Pattern,Manage_Options,24000,TRUE,2,Chrome,Mobile
usr_411,Bright_Pattern,Reject_All,3800,TRUE,0,Safari,Desktop
usr_412,Bright_Pattern,Accept_All,4300,FALSE,0,Edge,Desktop
usr_413,Dark_Pattern,Accept_All,11300,FALSE,1,Chrome,Desktop
usr_414,Dark_Pattern,Manage_Options,19300,TRUE,1,Safari,Mobile
usr_415,Bright_Pattern,Reject_All,6000,TRUE,0,Firefox,Desktop
usr_416,Bright_Pattern,Reject_All,4600,TRUE,0,Chrome,Desktop
usr_417,Dark_Pattern,Accept_All,15000,FALSE,2,Edge,Desktop
usr_418,Dark_Pattern,Manage_Options,17100,TRUE,0,Chrome,Mobile
usr_419,Bright_Pattern,Reject_All,5400,TRUE,0,Safari,Desktop
usr_420,Bright_Pattern,Accept_All,3800,FALSE,0,Chrome,Desktop
usr_421,Dark_Pattern,Accept_All,13400,FALSE,1,Firefox,Mobile
usr_422,Dark_Pattern,Manage_Options,20900,TRUE,2,Safari,Desktop
usr_423,Bright_Pattern,Reject_All,4200,TRUE,0,Chrome,Desktop
usr_424,Bright_Pattern,Reject_All,4800,TRUE,0,Edge,Desktop
usr_425,Dark_Pattern,Accept_All,9700,FALSE,1,Chrome,Desktop
usr_426,Dark_Pattern,Manage_Options,18200,TRUE,1,Safari,Mobile
usr_427,Bright_Pattern,Accept_All,4400,FALSE,0,Firefox,Desktop
usr_428,Bright_Pattern,Reject_All,5300,TRUE,0,Chrome,Desktop
usr_429,Dark_Pattern,Accept_All,15800,FALSE,3,Edge,Desktop
usr_430,Dark_Pattern,Manage_Options,22000,TRUE,0,Chrome,Mobile
usr_431,Bright_Pattern,Reject_All,4000,TRUE,0,Safari,Desktop
usr_432,Bright_Pattern,Accept_All,4100,FALSE,0,Chrome,Desktop
usr_433,Dark_Pattern,Accept_All,12300,FALSE,2,Firefox,Desktop
usr_434,Dark_Pattern,Manage_Options,19800,TRUE,1,Safari,Desktop
usr_435,Bright_Pattern,Reject_All,5700,TRUE,0,Chrome,Mobile
usr_436,Bright_Pattern,Reject_All,4500,TRUE,0,Edge,Desktop
usr_437,Dark_Pattern,Accept_All,14300,FALSE,2,Chrome,Desktop
usr_438,Dark_Pattern,Manage_Options,19200,TRUE,0,Safari,Mobile
usr_439,Bright_Pattern,Accept_All,4500,FALSE,0,Firefox,Desktop
usr_440,Bright_Pattern,Reject_All,5100,TRUE,0,Chrome,Desktop
usr_441,Dark_Pattern,Accept_All,13300,FALSE,2,Edge,Desktop
usr_442,Dark_Pattern,Manage_Options,23200,TRUE,2,Chrome,Mobile
usr_443,Bright_Pattern,Reject_All,3800,TRUE,0,Safari,Desktop
usr_444,Bright_Pattern,Accept_All,4200,FALSE,0,Chrome,Desktop
usr_445,Dark_Pattern,Accept_All,11400,FALSE,1,Firefox,Desktop
usr_446,Dark_Pattern,Manage_Options,17400,TRUE,1,Safari,Mobile
usr_447,Bright_Pattern,Reject_All,5900,TRUE,0,Chrome,Desktop
usr_448,Bright_Pattern,Reject_All,4700,TRUE,0,Edge,Desktop
usr_449,Dark_Pattern,Accept_All,15400,FALSE,2,Chrome,Desktop
usr_450,Dark_Pattern,Manage_Options,20500,TRUE,0,Safari,Desktop
usr_451,Bright_Pattern,Accept_All,4200,FALSE,0,Firefox,Mobile
usr_452,Bright_Pattern,Reject_All,5300,TRUE,0,Chrome,Desktop
usr_453,Dark_Pattern,Accept_All,13700,FALSE,2,Edge,Desktop
usr_454,Dark_Pattern,Manage_Options,18900,TRUE,1,Chrome,Mobile
usr_455,Bright_Pattern,Reject_All,4300,TRUE,0,Safari,Desktop
usr_456,Bright_Pattern,Accept_All,4000,FALSE,0,Chrome,Desktop
usr_457,Dark_Pattern,Accept_All,11000,FALSE,1,Firefox,Desktop
usr_458,Dark_Pattern,Manage_Options,22500,TRUE,2,Safari,Desktop
usr_459,Bright_Pattern,Reject_All,5200,TRUE,0,Chrome,Mobile
usr_460,Bright_Pattern,Reject_All,4600,TRUE,0,Edge,Desktop
usr_461,Dark_Pattern,Accept_All,16300,FALSE,3,Chrome,Desktop
usr_462,Dark_Pattern,Manage_Options,19900,TRUE,1,Safari,Mobile
usr_463,Bright_Pattern,Accept_All,4600,FALSE,0,Firefox,Desktop
usr_464,Bright_Pattern,Reject_All,5000,TRUE,0,Chrome,Desktop
usr_465,Dark_Pattern,Accept_All,12600,FALSE,2,Edge,Desktop
usr_466,Dark_Pattern,Manage_Options,17900,TRUE,0,Chrome,Mobile
usr_467,Bright_Pattern,Reject_All,5800,TRUE,0,Safari,Desktop
usr_468,Bright_Pattern,Accept_All,4100,FALSE,0,Chrome,Desktop
usr_469,Dark_Pattern,Accept_All,14100,FALSE,1,Firefox,Desktop
usr_470,Dark_Pattern,Manage_Options,21200,TRUE,2,Safari,Mobile
usr_471,Bright_Pattern,Reject_All,4000,TRUE,0,Chrome,Desktop
usr_472,Bright_Pattern,Reject_All,4900,TRUE,0,Edge,Desktop
usr_473,Dark_Pattern,Accept_All,10800,FALSE,2,Chrome,Desktop
usr_474,Dark_Pattern,Manage_Options,20300,TRUE,0,Safari,Desktop
usr_475,Bright_Pattern,Accept_All,4400,FALSE,0,Firefox,Mobile
usr_476,Bright_Pattern,Reject_All,5500,TRUE,0,Chrome,Desktop
usr_477,Dark_Pattern,Accept_All,14900,FALSE,3,Edge,Desktop
usr_478,Dark_Pattern,Manage_Options,21600,TRUE,1,Chrome,Mobile
usr_479,Bright_Pattern,Reject_All,4200,TRUE,0,Safari,Desktop
usr_480,Bright_Pattern,Accept_All,4300,FALSE,0,Chrome,Desktop
usr_481,Dark_Pattern,Accept_All,12300,FALSE,1,Firefox,Desktop
usr_482,Dark_Pattern,Manage_Options,18700,TRUE,1,Safari,Desktop
usr_483,Bright_Pattern,Reject_All,5600,TRUE,0,Chrome,Mobile
usr_484,Bright_Pattern,Reject_All,4800,TRUE,0,Edge,Desktop
usr_485,Dark_Pattern,Accept_All,16000,FALSE,2,Chrome,Desktop
usr_486,Dark_Pattern,Manage_Options,22900,TRUE,2,Safari,Mobile
usr_487,Bright_Pattern,Accept_All,4500,FALSE,0,Firefox,Desktop
usr_488,Bright_Pattern,Reject_All,5300,TRUE,0,Chrome,Desktop
usr_489,Dark_Pattern,Manage_Options,17000,TRUE,1,Edge,Desktop
usr_490,Dark_Pattern,Accept_All,11600,FALSE,2,Chrome,Mobile
usr_491,Bright_Pattern,Reject_All,5700,TRUE,0,Safari,Desktop
usr_492,Bright_Pattern,Reject_All,5100,TRUE,0,Chrome,Desktop
usr_493,Dark_Pattern,Accept_All,15400,FALSE,2,Firefox,Desktop
usr_494,Dark_Pattern,Manage_Options,20400,TRUE,1,Safari,Mobile
usr_495,Bright_Pattern,Reject_All,4400,TRUE,0,Chrome,Desktop
usr_496,Bright_Pattern,Accept_All,4500,FALSE,0,Edge,Desktop
usr_497,Dark_Pattern,Accept_All,13100,FALSE,1,Chrome,Desktop
usr_498,Dark_Pattern,Manage_Options,21800,TRUE,2,Safari,Desktop
usr_499,Bright_Pattern,Reject_All,5000,TRUE,0,Firefox,Mobile
usr_500,Bright_Pattern,Reject_All,4100,TRUE,0,Chrome,Desktop
